,review
123," I told the stationary stroller, ""Is this station no elevator?""I was stupid and hurried, and I was afraid of each child at a distance and dropped the stairs.I felt bad because of the station.I don't think it is used again.When Wolyeong has a small child, I think it's a transfer of transfer by yourself.Can't walk a little more and improve the transfer path?Especially JR.Anyway, it won't be brighter?It was to transfer and transfer. "
124," is called one star in cognition, and we'll be a star deduction.It is unkind production for those who have a stroller because there is no, and it is an unkind production.There is also a bus in Rotary.There are many restaurants in the chain store around the station, so it is very convenient.There are three stores around the station (Olympic, Dobu Store, Miraberu) around the station./ First of all, there is no elevator.There is no elevator when you go to the stairs as it is.Because of this, you can retain or forced dangerous movements to escalators.Nowadays, I think that this is a rare case that we do not respond to this, but it is rare.I really hate this role..I feel very uncomfortable.Asaka Station next to the station is faithful to the station of the station.It is connected to the Musashino Sun North Jose Kasumi Station.. "
125," Recently, it has become a convenient station for Asaka Station on the side.The North Asaka Station on the JR Musashino Line is transferred directly from the Dang Station.Train species other than the TJ liner and the speed of speed are stopped. "
126," ※ This is a stop station of Kawa -Gogo, which was newly established with the amendment of the March 2019 (2019) diary.Kawago's express is not stopped to the end of Ikebukuro Station.Wakoshi (Tokyo Metro) and Narimas Station are also passed.Please note that the user is the ground station of the island home.There is no elevator in the party.There is an escalator. "
127," ※ Some trains are on the Tokyo Metro Yuraku first and bankruptcy from Wakoshi Station.You can also see Tokyo Metro Vehicle and Tokyu Train Vehicle.Dodgeon is the third largest after Ike Bukuro Station and Wakoshi Station.In the entire road, Ike Bukuro Station, Wako -shi Station, and other Senju are the fourth scale.I think that home doors will be installed in the future.The transfer time is about 4 minutes in a hurry.The shops are focusing on the stations and the premises rather than Ekinaka.Previously, there was a regular ticket store, but abolished.Asaka Station was a station near the Olympic shooting range, so it was a nicely home door (although it was meaningless because it was a non -service guest).At least I want to install a home door or install it in terms of safety.It was an uncomfortable but soft station.There are no stairs and escalators, elevators nor slopes.The expresses are also stopped at the station of transit station/Dobu Dojo with Dodo Dojo, JR Musashi Line, and North Asaka Station.Therefore, even if it rains, it can be transferred without an umbrella.There are two bus rotarys, so there are limited places to cross the track, so be careful.It is station.I am using JR Musashi Line North Asaka Station, so I use it very well for transfer.Since it is a terminal station, it is very convenient because there are many mops and restaurants in front of the station.! "
128," This is the express stop station of Dobu Dodo!!Express to Kawago can be ride with a ticket alone!!!!/By moving to the stroller, transfer to the Dodojo Asakadai Station from the Musashi Line.It is said that it can be helped, but it was a very uncomfortable station for stroller users./ Asakadai Station is a convenience that is almost connected to the Asakadai Station of the Dodgeon and the Buk Asaka Station on Musashino Line for 1-2 minutes."
129," is a express, semi -class, and regular station.Can't you go to N bus ??On rainy days, the worst "
130," is good to send a precious person, but there are side -by -side./Why don't you have an elevator?There is an escalator, but it is strange that there is no elevator.It's a transit station, so it's crowded in the morning and evening.The surrounding area has also changed./The toilet is a bit dirty. "
131, also feels uncomfortable because the convenience store on the premises is closed.
132," is easy to live!I pressed the receipt but no receipt!I had to get off from the elevator, so I had to get off from the Shiki, but it became Asakadai. "
133, wanted to cause it.It's all -round/Kawago can stop the express and transfer to Musashino.It is difficult to use as a stroller or a wheelchair without detailed/elevator./Typical transit station/transfers between Musashino and Dodo Line 
134, I think I have to install express stops in the Dobu Railroad. 
135," It is also a clean distance around the station.Is it difficult to have a Seoul food shop just by chain shop!!/Diamonds are severe because Dobu does not make money on the ship.It is the station.It only stops the semi -class and the average train.Dang Station is the closest station to Asaka City Government Office and Asaka Central Park (Asakanomori).The lie is opened as a ""knee station,"" and is renamed as the current Asaka Station in 1932 (Showa 7 years).In the second and third lines in the inside of each station, the train is usually opened.The train usually has a direct train from Tokyo Metro Line.Home doors have been disclosed in all homes by March 2020 (movie 2 years).The semi -level is the narimas station next to Narimas. "
136,"jr The transit station with Musashino Line is not a party station, but Asakadai station in front of you.Express and quasi -levels stop. "
137," fruit sand shops have disappeared.Rotary is also maintained and convenient, and the station is also lively.It is convenient to transfer to the neighboring wakoshi station without stopping only each station and the level.A little regrettable, the bus distance to the south entrance is not yet completed and the old days are narrow.It is also helpful to change the bus to Oizumi Academy Station and go to the Gigijo area, and you can go to the bus from the east exit to the facility where your mother is entering.am.There was an image of a village in the designated city, but is it because Wakoshi Station was renewed by the subway?The three -year -old Dai Show, which was opened by Dojo, was the starting station by Shimoitabashi Station, the name of a knee in the fourth station following Kamiitabashi and Gender.According to Asaka's history, while a person is driven out of the country and runs away, the person's words fall down in this land, and they have fallen down and died, and the poor villager buried the horse and horses the horse.But it seems to be the origin of the village name, but if it is a noticeable episode, it is still unclear, but it is not clear, but the number of holiday trains is too small.It is adjacent to the 23rd Tokyo District, so I want to be harmed by the number of Skytree line -level driving because there are many users.The express train is not stopped. "
138, is also a design sense such as an elevator and a sign.It's strange. 
139," I am a little worried about traffic congestion of people and cars on the main road.There is no unilateral prosperity.Around 2019, the area around the station immediately after the MNOization is a bit better than when it was a grassy and non -burning field, from gender to Asakama.Depending on the time and place, you can't call you, you can't do the LINE, you can't even open the transit guide. "
140," \I spent a lot of time in a fairly large area, but I have no idea that I could use something that I could understand.It is nothing more than an amateur written. "
141," Tokyo Metro Yuraku Cho LineThe seven lines of the Ikebukuro Line, Tokyu Toyoko Line, and Minato Miri Line are mutual maps., Ogawa Machi), 2 lines Yuraku first and bankruptcy (Dang Station Stop, and forest Park, Ogawa Machi), 3rd Line Yuraku LineInside, 4th line Higashimi Line (Ikebukuro).If you live in Wakoshi Station in the Ikebukuro area, if you want to ride the Tokyo Metro's fuck, get off at the Tow Chosun Line, get off the stairs, and then go up and stop on the 3rd line."
142," When I say Togami, I think the color I think is a dark wine red of 9000 or 10030, and the Tokyo Metro Buddhist line is brown, the Yura Cushun Line is gold (or yellow), and the front is the front.I only knew that I was stepping on it, but I knew that there was a mutual ride vehicle, and I was observing it, but I found a bronze line, the color was Tokyo Metro.I will pass because it is likely to be wrong by the distinction.(There are a few types of line collar of Taobu -do.) "
143," There are still a few things that are not enough, but it stops with this. "
144,"Two days later, if you go to the second refund, this time it is said that no refund cannot be made without both status certificate and your identity certificate.I think there is a parent living together, and if the address is the same, I think it will be enough for the parent's identity certificate, but how about it.There are quite a few shops, including pork cutlet shops, Starbucks, Japanese rice balls, and dessert shops.As the end of the line, the station in Saitama Prefecture, the only Tokyo Metro. "
145, Dobudojo stops the express./ Wako City / WAKOSHI Station 
146,"1934 (Showa 9 years)N -Dobuto Shipbuilding (Dobu Railway), Budo Shim Line (Tokyo Metro), and Yuraku Cho Line (East) are boarded.In December, in December, Starbucks Coffee and Family Mart were born near the opening.In particular, in order to commemorate the internationally recognized element of element 113 (ninety), which was synthesized by the Institute of Chemistry, the report from Wako City to the Institute of Chemistry is maintained as a symbol rod.The station building, which is integrated by commercial facilities and hotels, will be opened.Because Wakoshi is attached, the expresses of the./Dobudojo stop and the start of the Tokyo Metro Yuraku first and the Buddhist mandrel.The station building is also completed, but it is not attractive with the lively chain stores and a little higher restaurant.The only big commercial facility is Ito Yoka, and the express stop is a bit shabby.After all, it was!(Moto Machi? Heavy Hwa -ki/Directly driving between Shinjangjang and Forest Park.) In the upstream rush time zone, there are many people in the fucking train. "
147,"It is called Yamato Machi (Yamato Machi), and it is incredibly developed around the station.Compared to it, it feels difficult to connect./ 40 years ago, I received a company's job test. "
148," is located in the vicinity of Miss and Royal Host, and it is Ito Yokado. "
149,"Limousine buses are also stopped at Wakoshi Station, so if you go to Haneda, it is convenient to live next to the station.I think it's a very convenient station because Yuraku's first line and bankruptcy are attending.There are UNIQLO, Caldi, Sejo Ishii and I often use shops.Unfortunately, is it difficult for both Yaoko and unmanned goods?I visited in a few years, but the station building was installed and it became quite new. "
150," This can be said to be a fate of the station, but in the north and south, there is a big drop in prosperity.It is easier to go to the line, so it survives.I go to Yoka -dang in Ito in front of the station, and visit the word of mouth and visit the cafe and Western restaurants.The station premises were also cleaned up by the anti -fall protection guard."
151,"Kichi Gai, which is a strange glasses from the ride, "
152," When I was young, I remember that the station's station was a brown uniform, and I didn't want to smell the smell from 8000 air. "
153," is because it is not a express driving, or because it is the station of the province, but I think there is a reason, but it is not possible to control the heat of the train atmosphere.I think it's just a guide to the name of the route or not..As a station, home doors were also attached and very safe.In front of the station, there is no big commercial building, so it is easy to walk.However, this is amazing, but why can't I still buy the subway regularity?There seems to be a lot of claims, and he also posts a polite poster that can go to another station from the train wage.Is it the resistance of the province?/Clean and shopping.There is also a supermarket nearby.If the Dobu -do -do is an accident, the metro will be the only one.On the contrary, if the bronze line is accidentally accidentally, it cannot go forward, so there is a lot of people on the downhill. "
154, The toilet is dirty according to the image of the road railroad (?). 
155, There is no soap and dryer in the bathroom.Ishi and Cardi Coffee Farm and the pre -opening generals can be evaluated. 
156, It is convenient.The 3F restaurant is the worst.There is no shop you want to go in!!Uniqlo is too wide 
157," If you say strongly, it's quite hard for a lot of stairs.There is a time to throw it away, so the car rushes in the water and became a rescue.I was very annoyed because I was in a hurry.Dobuto shipbuilding (except TJ Linear), Fukuto Fresh, and Yurakucho Line stops here.There are many shopping centers and food counters inside the station building.The bathroom is clean.The biggest problem is that it is a big transit station between several train lines, and you can usually be trapped for more than 20 minutes.If it is delayed, it is more than that.So the real problem is that there is no stall or a similar place to buy food in the station.There is a drink vending machine but no food.You can go out of the station, but only if you are willing to pay an additional cost when you go back.For those who have a lack of budget like backpackers, such a small cost eats a daily budget./ Fukuto Fresh, Yuraku first, Higashikami Line is on board.It also connects to the bankruptcy.Since it is a terminal, the groove is wide.The surroundings are also flourishing in their own way.The surrounding area was Shinkuramura.In 18 years, the village name became a Yamato by the merger with Shiracomura, and the name of the station was changed, and in 45 years, Wako was become.The merger of the show and the 18 -year merger is based on the military's initiative, and nowadays, there was a hill of Showa, and it was thought that the purpose of military money was the purpose of military money.The city's publication explains that Yamato's name is named because the two villages are so soft, but the war is fought by an extreme nationalist, and the word Yamato is fighting.There is something to do, and the meaning of tradition origin was true.Many people think that Yamato is a life of Japan, but it is the life of Nara Prefecture, and there is no life in Japan.There are people who think that the life of Japan is (why) in Chinese librarians, Washi Watersa, but reading why it is a Chinese reading, and when I read Japan, it becomes ""Yamato.""I'm sorry if I'm not a scholar.This is the life -saving life of Nara Prefecture, and the famous Yamato Takeru is often used as a Japanese universe, but Yamato Takeru is the sons of the emperor, that is, because of the royal family.There is a reason why there is a mine (Mikoto of Takkel of Yamato).In addition, it is separate from Japan because the emperor of Cheonji is named and Yamato is the Emperor, which corresponds to the daughter.There are a total of four routes, but it can be quite crowded in the Russian War.It was a plan to come to (Hyun and Wako -si), but there is a situation where the plan was blank on the way.Contribution point of and bronze lines.The Ikebukuro side of the station is a double track, and the subway is hiding.Yuru's character `` Nico Muchi '' or Super Cute!It means that there is a terrible situation in the corona 19 situation.times).Otherwise, it has become slightly thinner due to the recent front end modification.In addition to the subway direct, the station is thriving around the station.Fukutoshin and Yurakucho are all operated.It is a bit inconvenient in other situations where you need an elevator to have a stroller or to go out of the station./I was a quiet station, but since the opening of the bankruptcy, it is an impression that has become a bigger station.It is a well -equipped station with a clothing store. "
158," is well connected and signed.It is very convenient because it is an express stop and is the starting station of Tokyo Metro.The bus route is also faithful.And I pasted it, but the door is often broken.I couldn't use it because my knees were bad. "
159, This is an unfortunate toilet!?/Tokyo Metro Yuraku Cho Line & Buddhist Buddha's Station ♪/Reverse Building is new. 
160," I want to increase the number of more than.Fucking the line.You can't sit without waiting for a few commuting time.Please refrain from N cigarettes.You can go directly to Ikebukuro, Shibuya, and Yokohama.It's comfortable!/It's always open in the last few years.It seems that the hotel is scheduled to open in history in the city.You can sit in.However, the ruins that cannot buy the regular period of the subway are in front of the station.Lively?(? ∀?)/It was a mess in the mouth because the ticket machine was broken and waiting for it./ Tokyo Metro Yuraku first, the Buddhist Buddhist Stepson..It is the worst station.I'm looking forward to it??…/When riding a Shinkiba, it is a subway Yura Kuku Line or recommended.The mansion is small, even if there is a low floor.It is convenient to have a toilet in good/station.There are many trains that can be sitting because it is the starting station of the subway.The transportation is good. "
161,"'s indication of diamond turmoil, such as an accident."
162," Seibu's car is also on board/convenient, but it is clean, but no accident is reduced ??/The subway diamond is severe.Eventually inconvenience."
163," song is a train light, Hari!!!When the train is not moving due to a personal accident, it is used well when the number of diamonds is small due to holidays or holidays./The role of the fuck & groove is hot anyway ?? "
164," even if you delay it, you can choose with the city and the metro, so you can commute to school without perceived!(Large thinking)/Azhen in the old days, I was built in Tokyo, and it was a night construction, so I came back to work.Therefore, even if you don't like it, you have a higher expectation of subway.However, after completion, only one time, after which, there is no warrior.Because riding a train goes to Ikebukuro, the Tow Joseon side is more expensive than the subway in each station.Did you do it?Isn't it completely open now?? Underground?Because of that ??I didn't think that I was thinking of a crash (-_-#) commuting?/The set in front of 3 people is cheap for 2000 yen! "
165," has a ridiculous cooling in the waiting room, but it doesn't work.It is convenient. "
166,"Would it be more convenient if Kami Line and the station are connected?(#^.^#)…/When Dobuto Chosun stops due to snow or human accidents (stops well), there are many changes from Shimoa Katsuka Station.The station itself is very simple.It remained.I miss you."
167,"You can line up the business so that you have responded to the person you need, such as putting it on.The strange wind. "
168, It is too severe at the level of tears. 
169,F liner stop. 
170, is a station that stops the speed of the bankruptcy./If you do not see the destination of the train properly. 
171," It is not the case if the Naka Line is basically a train in Seibu Yuraku first line, but there is a bankruptcy express and the Yuraku first station stop. "
172,"In particular, it will be difficult to recover from Wakoshi and Shinsakura Dai and Hanno, so let's check the labeling or in -house guidance.· In the transit station with the bankruptcy line, Seibu Yura Kucho Line is also a border.S-Train stops to replace the crew but cannot get on and off because of the handling of driving.It is possible and convenient .//1,2 and Exit 3 and 4 are quite distant if they come out and are required. "
173," is just above, so there are a few shops where you can shop when you leave the ticket gate, but Chikawa flourishes compared to commercial facilities alone.Kotake MukoharaAs soon as you come out!I felt the same. "
174," It is very terrible for convenient beginners.This sweat is full.There is a wind when entering the train, but it is very hot because it is basic.It is necessary to make efforts to make the household as much as possible.There is no place to take time outside.The bus stop is not in front of the station.If the train stops due to a human accident, there will be buses to Goen, Oji, and Akabane Station if you go to Hwanchil -gil from Exit 1 and 2.I think there's a taxi running.If you want to buy, buy a ticket to Nerima and ride it to Nerima.If you show that you want to buy a regular pass at the Nerima station, you will return the fare of the facility.It is divided by Goja and Hanno.The number of driving is often headed towards Dobu Dodgeon.If you sleep with the farthest forest park or Hanno as the marina, it will be difficult to recover.The toilet is always cleaned. "
175,"'s quiet and calm distance, and the legs of the walk are lighter./ The groove is a narrow station.The old man is always in trouble.However, even if you get on the ground, the convenience store is Seven Eleven, and the Familyes is Jonathan.There are few shops in the nearby area, whether the store refused to come.There is a big golf deprivation right nearby.I have never come out of the station, only transfer! "
176," I think most people are so.I was a foreigner, but when I was lost, my staff treated me well when I asked how to buy tickets.In the rainy season, there is a box full of umbrellas that can be used by people who have forgotten the umbrella.Japan never surprises me.Separate fare should be careful./ Seibu Yura Kucho Line, Dobu Dodojo.However, the vehicle is a `` blue frog '' of the 90th anniversary of the Tokyu Toyoko Line.In particular, there are no buses or tourist attractions, and the area is unfolded.I think it's hard to live. "
177," If you want to go to the north exit from Mitsui Sumitomo Bank, Seven Bank/Ikebukuro Station, take a bankruptcy direct train.There is no elevator at the exit close to the hospital, and there is a steep staircase on the way.It is not suitable for people./ The summer groove is small in the sauna status/station, but the train operates quite a lot.There is no work, but when I go to the test, it was in an ordinary residential area.The entrance is quiet, but I was surprised that there were many passengers in the station.But there is nothing outside of the station."
178," ????????/Can I understand some right traffic?In summer, the effect of the air conditioner is bad and the groove is very hot./ The subway station (ground) is a promenade./It took two weeks to know the name of this station.Very good.I didn't get lost ./ Directly carried out a crew replacement./ I have a lot of hospitality attitudes in the regular ticket store.Many/Subway and Seibu Station/Clean Station.?/Seibu Sun/History is too small."
179,"Second station in Ikebukuro.The appearance and congestion near the station are a big difference from Ikebukuro, and there is no sense.Chikawa Station is underground station, Yura Kukucceline is 2 floors below ground and the bankruptcy line is home on the 3rd basement floor.The reverse structure is simple and easy to understand, and the home door is installed.There are elevators and escalators, but you need to use stairs to go to the ground from the first -floor ticket gate.It was bothersome to have no exit in the ticket gate.There is no high building around and there is no feeling of the city.There are many restaurants near the station and supermarkets and shopping malls.I think it would be good to live.Summer was hot and unbearable.Did you improve now?.Compared to what I've been under construction for a long time, there's nothing (laughs) "
180," is less escalator.If a walking smartphone is in front of you, a ride is delayed. "
181,I don't know if it's a problem (^^; 
182," It is not Hiro, but easy to know.Therefore, ""Why are you coming here”, the evening is lined up on the ATM of Mitsui Sumitomo Bank, and it's a chaos., The old man from the province does not decrease in the morning line, but the trend is trend. Unfortunately, if you explain it smoothly, it is called Uruse. Anyway, please be entangled with the annoying person.If you try to get off, there is a doctor who is deliberately bumped into, and the hand is injured for one week in the hand, and the lies that were stuck while being robbed.I think that Moral of the Moral is also.There is a pudding drink, and there was no frindlink in the vending machine of the same maker./I can't see the escalator ... "
183," to get out of life, there's no escalator or elevator!Spicy ./2021/11\N The closest station of the 3rd high school high school "
184,"It's a bit cool.(Movie 2 years June)/Sometimes I used it!Construction for more than 10 years.I don't know what's going on, but I think it's clear at the end .//100 is not and it's inconvenient.People don't walk in the middle of the night./It's not crowded.There is a groove of the bankruptcy under the first line of Yuraku./It rarely falls here.There is no place to go here, so the house is too hot and hard.Maybe it's going to die soon.Itabashi, Nerima./ Docomo, AU cell phone is bad./ Useaki Mari Ian fan is a holy land/Yuraku first line "
185,"It is very recommended to enjoy!/Tokyo Metro Fukuto Fresh Yomachi Station.It's enough to walk from Ikebukuro, so there are not many users, but those who live alone in students and members of the society live in a residential area, and the morning commuting time is moderately user.In Ike Bukuro, since it is passing through the same route as the Yura Kuku Line, I think there is no congestion so far because users are distributed on each line.The toilet is outside the ticket gate, so be careful.There are many automatic vending machines, and there are also a few at home, so it is very convenient because it is in front of the ticket gate.The bench is also in the back of the back, so it's relieved.There are times when you miss a little bit of vitality.In the late September, I feel the sign of autumn.Still, the day of residual heat continued.I've been looking for something that's still right, but I've been found, but it was not found.In Tokyo, autumn is coming, but an early display was disappearing in the summer.I thought it was this street that was out of downtown.In the end, he entered Izakaya and swallowed a chubby peas and well -cooled beer.It is the summer of what time it does not change for some reason.I was sitting in the counter seat.Mail was sent from the dispatched company.I thought this was also what time I was, but I was asking for a high ball with a grapex.Since I was a childhood when I was a boring guy.I want to send it without knocking on the wave, I don't expect it.I wanted to stay safely.Unconsciously sighed.The vanity, the clean Suzhou's tone was crying in the chest.There are many cars, but few pedestrians.I walked from Ike Bukuro Station, but when I came here, the mood of the Chinese wanderers became quite faint.He helped me to ask the route from Kanamecho Station to Narita Airport.He kindly wrote down what time each train departs from another station we need to change.Thank you very much for the young train attendees who helped us even though we are not good at Japanese.Thank you very much!/White Grand Station Piano, but the end time is shorter.The claim would have come out.I was also fun at first.However, if a tremendous volume is flowing in a tired time at the end of the commuter, it is very tired and the head hurts.And it was a place where I was a bit concerned about the station who listened to it every day.I was thinking that it will disappear now.It's hard to think of it with a good well -being.There was a chance to work for a few days near here, but at first I used it here, but later I walked from Ikebukuro.Because it was a relatively boring road. "
186,", it's dangerous, but I'm wet in the middle."
187," wide sidewalks are the best!/Tokyo Metro Yuraku Cho LineThere is no such tourist destination, but there are also the Oldo Lake, but it is not possible to visit every day./ There are also houses and shops.There is a restaurant (Chinese).Bundle and elevator mouth, east (Ikebukuro) are available 5-6 times. "
188," bus platform is near 4, near Exit 1, Exit 2, and near Yomachi Hospital, which is located north of Yamate at exit 3.If you make a mistake, you are this way ?? (Laughter). "
189,"It may not be heard enough to hear that people may not be very pleasant depending on the person.It has changed until 4 pm.Many people are relieved.However, there are times that are tired, tired or disgusting, and there are various ears.BackwardIf there is no person, one person continues to play, or only the lungs.I thought it was good at the beginning, but it's good and bad.I think he was so noisy.A human who thinks! ”? "
190,"If you don't get the time zone, the carrier is very difficult when you wander around, but there is a service that gives you a baggage (available only on weekends and holidays).You can leave one baggage in the carrier and put a bag on the carrier and fix it.Enemies are given a receipt, but you can make a baggage in time and find your luggage in time.There are always a lot of people until the last train time, but it's not comparable to Shinjuku, but this station is also a station with dozens of exits.I think the transfer difficulty is a bit tight than finding exit.The exit is relatively low, and it is a street for female otaku such as restaurants, Sunshine City, and Otomero.There are many places, and there are a lot of shopping malls and restaurants around "
191,"Toshin Line needs to go out once, so transfer is inconvenient. "
192," When I met at Ikebukuro Station, I must ride Mia (laughs)/Express Chichi Lubby Vehicle.It was 600 yen. "
193," And the western exit is integrated with Esorana Etika.There are not a lot of places that have been chaotic, but it has finally changed the plaza in front of Nishiguchi Station, which has an art theater. "
194,'s security is bad. 
195, is enough to play.It is not found to be forgotten. 
196," Of course, it's natural, but it's a maze level in the big station and a maze level side by side with Shinjuku.It is very alive that there are many entrances.Each groove is also sold in 1000 Yakult or bread!However, the difficulty in the meeting place is unchanged, the east exit owl statue, the west exit (moved ^^;)It's fun to stay.There is no dangerous place, so it is inconvenient to go to the opposite mouth by the top of the street that the young people want to live."
197,The passage heading to the worst. 
198, I think that people are too blamed. 
199,. I don't know where I would come to the exit.The direction of the west exit is not yet clear. 
200, is a distance with good or bad or something. 
201," For the first person, the station premises may be difficult to know, but the guide display is faithful.Because of this, I don't think I'm wandering there. "
202," also stops at Ike Bukuro Station.Therefore, if you go from Tokyo to Kyoto, you may have to stop by this station to take a bus near your trip.I took a night bus from Kyoto to Ike Bukuro Station.It is quiet and convenient.It is full. "
203, is there too much consciousness that crime is a crime?/?????? 
204,"In detail/Katsu CH's video is not a response to the victims of the victims.It becomes.It's a big station, so there are a lot of people.I can't stop shopping.There are a lot of duty -free shops and custom shops ~~/Transportation is a good place to visit!It seems to be very difficult to do it, and the essential resources will hardly increase, so you have no choice but to do one.A small station must be very bad.The cable is being broken, and the cable is exposed. "
205,"JR each stages the cable in stages by cutting the grooves of the concrete, and at the same time, you can see that it can fix the heavy home door.It's hard to think that all elements are skillfully complex."
206," This time, there is no picture of the east exit, but I can't submit it, but when I stop by!This is the station (? Ω?) "
207," And I use Nikkohoa Nikkoho, Spaceia, Nikko, Spaceia Kinugawa Waho, and Kinua Waho, using one in Kinogawa OnsenYou can also go .//001 (Express Rubview) popping out of home 7 and stops "
208, Seibu has almost no garbage tank or recycled Box (can bottle bottle)Outless) Many homeless people 
209," is actually Higashi of Tokami Railway, the predecessor of the road railroad.Heading to the northwest, where the horse is located in the east, that is, the Nonozuinology is west.The name is also Musashino Railway.Higashikami Railroad is a year later.The station was set up in the east of the empty. "
210, \I don't want to meet.It is so difficult that there is no alternative. 
211," And compared to Shinjuku Shibuya, is it close to Izakaya and the station.Izakaya near Shinjukura Station has a plenty of catching (Ikebukuro, but it's a wind speed), and there is a very distant image from Shibuya Ramen station, but Ikebukuro has a tavern that can be cheaper than it.It is a commuter shop of Dojo, but before 7:30 in the morning, it has been operated from 12:30 because it was possible to buy commuters by cognitive vendor because of Corona.After passing, the shutter goes down and the entrance to the great smile/SaitamaSince ancient times, the revenge station is intertwined, and there are many places where transitors are crossed with other guests.The atmosphere is garbage garbage and people are lyrics.If you are expanding disorders without thinking about the entrance or traffic, panic is inevitable during the earthquake.When the earthquake, it might not be a joke in the earthquake.The meaning of the luxury and living room, the speed of the Arrow (arrow) in ""A"", and the view of the view from a large window in ""view"", it seems to mean! ""I can't find it because it's a platform, and it's going to take quite a while to wander.??????????????/In recent years, I'm working hard to live hard or childcare maintenance.?), The west exit is a showwine of the drinking water streets (in a good sense) Ikebukuro. "
212,"The atmosphere changes in the west and east, but I think it's a relatively small and easy distance.// It's always crowded, but the toilet is clean./Seibujiangbu's Red Arrow is available for internet reservations.Even in the case of full seats, it is a little empty because the seats that are not reserved 15 minutes before the kick are canceled ./jy13.JA12.If the Dodgeon is moving in time, it is thought that it was a trivial thing.N was early in the morning, so I was able to shoot ""Ike Fukuro"" alone.(Laughter)/I think it's easy to use because it doesn't change dramatically compared to other terminal stations.receipt?Where is the locker here?I heard.Then your fingers are on the other side.A word.I didn't know here and there.Would you like to walk there?I was serious, scary and angry, but I don't know, but thank you, but I have been working hard.It is not as complicated as Shinjuku and Shibuya. "
213,?It is exposed to the dangers of. 
214," Today is Shige Matsu.It was shiny in the eyes, but it was the worst of eyes and color.Is it because the opponent is young?Ikebukuro Station (IKEBUKURO-EKI) is a major train station shared by the East Japanese Passenger Railway (JR East Japan), located in the Ikebukuro district of Tokyo, Tokyo, Japan.Seibu Railway and Tobu Railway, two private railway operators.In 2007, the average number of passengers per day was 2.71 million, the second -largest train station in the world after Shinjuku Station, and is the most crowded station in Dobu, Seibu and Tokyo Metro Network.Provides services to people who commute to Saitama Prefecture and other residential areas in the northwest of the city center.Seibu Ikebukuro Line, Tokyo Terminal in Dobu Dodge.//It is difficult to know the entrance at the station buried in Seibu Department Store, and it is difficult to know the exit when it is lowered. "
215," If you have a big bag, you have only one escalator, so the movement is a bit cumbersome.It's hard. "
216, \: 00 (Weekday) 
217,"9: 00 ~ 17: 00 (Saturday)/Yeonwon's attitude is bad.I act and settle it, so I'm sorry, so I don't say anything.It's still a young man named Namcheon."
218," is lost, but when you get used to it "
219,I use it every day.That's why I can go out in vain. 
220," If you don't ride a route in consideration of whether you want to go to Doko, you will go to the ridiculous place.There is no train coming back, and I stayed in Bijiho and returned to Ikebukuro station."
221," (Onicomo Mossin Mae).It's a lot of people crowded on Saturday morning, and it's a convenient way to connect the area, not the subway direct.I tried to get a delay because I delayed it, but it was absent.It's anxious./It's a subway station near Doden Arakawa Line. "
222," This is the only Doden Arakawa Line, but it has passed through the subway.I don't do it.It is a tricky place, but the magazine is ""Ga"" as a valley, but the Arakawa Line has been a magazine Gaya, ""Ga"" famous cemetery magazine.In addition, the transfer station is not George Gaya, but Onicomohin Mae -e.This station is the Onicomohin Mae Station and the Doden Arakawa Line.If you go down to the north side of the Doden Onicomoin Station, you will see the entrance right to the left.The passage until the station is also a little faint.Opening in 2008 was a route that went wrong through the stop station!Delay and congestion, smartphones are not yet available, everyone was, Karakay!! "
223," is recommended for recording, but shooting is difficult for beginners!Now stop properly!Wakoshi-Shibu Night is a one-man driving!The one-man driving of the Yura Kuku Line is Wakoshi-Kotake Mukoha Lagan!Kotake Mukohara is a two -man of the deputy and the driver.!The magazine's next -to -day melody, "
224," \Please note that it is not a station./It's a first time, but it's a quiet station./ Tokyo Metro Fukuto Fresh Station.Doden Arakawa Line [Tokyo Sakura Tram] is driving.I went to see the hill of glimpse.N Then I feel bad. "
225," When it is bothersome to come out of Ike Bukuro, be careful that the south entrance is very far from the track../ The house is deep underground and the distant is difficult/elephant Gaya.It is difficult to resurrect."
226,"1F is connected to the ground floor and B1 is connected to the home layer.In addition, there is a glass window on the door of the elevator, but when you pass through B's floor, it is dark and no see."
227,It is hard to go up to the escalator because of the nearest station 
228," underground station.In order to avoid ceramic lines and Kandawa, the groove is at a depth of about 30m from the indicator, from the indicator.As a result of considering the slope of the Takadanova Station, the pottery line, the existing underground burial (lifeline, etc.), and the slope of the Kandawa, there is no contact with the ceramic line, and the station of the bankruptcy.This was "
229," If it's not a switch, I want to put a song!!The melody starting from Nishi Waseda is Christophe and Silver Rail. "
230, is a subway line.Oh Takadanobaba./Our region's broadcasting stations are very convenient and useful/train station.I died very well./ Because I use it almost every day.
231," Shinjuku's downtown, Okubo Station, Seibu Shinjuku Station is a walking book.The user is closed while the user does not fit. "
232," because there are a lot of people's streets, I don't like a lot of people, so I think it's an ant. "
233," I think it's a convenient station.Because there is a station where there is a station, I walk quite a bit to the transfer with the Oedo Line or the Shin -Okubo area.I use it when I do it.It is very good on the bad day, and the underground passage is connected to Bashiyo.In addition, this is connected to the bankruptcy line, the side of the Shibuya, the Ikebukuro, and the subway station, it is very convenient.N "
